"dte","collectionid","collectionname","marketcupusd"
2022-01-27,504,BoredApeYachtClub,9575260.108700002
2022-01-28,1,MutantApeYachtClub,5099463.209999999
2022-01-28,504,BoredApeYachtClub,14116042.1933
2022-01-29,1,MutantApeYachtClub,9957427.331014266
2022-01-29,504,BoredApeYachtClub,16881073.264300004
2022-01-30,1,MutantApeYachtClub,19815766.8568
2022-01-30,504,BoredApeYachtClub,23931590.5687
2022-01-31,1,MutantApeYachtClub,19774827.6396165
2022-01-31,504,BoredApeYachtClub,33211559.422700003
2022-02-01,1,MutantApeYachtClub,7484654.8666
2022-02-01,504,BoredApeYachtClub,11312476.940000001
2022-02-02,1,MutantApeYachtClub,5023111.499
2022-02-02,504,BoredApeYachtClub,4604384.04
2022-02-03,1,MutantApeYachtClub,5312157.919400001
2022-02-03,504,BoredApeYachtClub,6248914.91
2022-02-04,1,MutantApeYachtClub,3921798.29997058
2022-02-04,504,BoredApeYachtClub,8233265.944
2022-02-05,1,MutantApeYachtClub,2902301.5400000005
2022-02-05,504,BoredApeYachtClub,5929664.840000001
2022-02-06,1,MutantApeYachtClub,2902019.5819999995
2022-02-06,504,BoredApeYachtClub,5304844.930000001
2022-02-07,1,MutantApeYachtClub,4199132.764000001
2022-02-07,504,BoredApeYachtClub,5846463.921
2022-02-08,1,MutantApeYachtClub,5094672.659099998
2022-02-08,504,BoredApeYachtClub,2775718.0700000003
2022-02-09,1,MutantApeYachtClub,3392236.727999999
2022-02-09,504,BoredApeYachtClub,4886481.420000001
2022-02-10,1,MutantApeYachtClub,2829449.9105999996
2022-02-10,504,BoredApeYachtClub,3407667.7800000003
2022-02-11,1,MutantApeYachtClub,1698998.5899999999
2022-02-11,504,BoredApeYachtClub,3467976.3800000004
2022-02-12,1,MutantApeYachtClub,2051068.3256940003
2022-02-12,504,BoredApeYachtClub,5045439.24
2022-02-13,1,MutantApeYachtClub,2906351.0771999997
2022-02-13,504,BoredApeYachtClub,5247612.380000001
2022-02-14,1,MutantApeYachtClub,1719488.675
2022-02-14,504,BoredApeYachtClub,1763383.2300000002
2022-02-15,1,MutantApeYachtClub,2544238.3
2022-02-15,504,BoredApeYachtClub,3696855.14
2022-02-16,1,MutantApeYachtClub,4241411.719390082
2022-02-16,504,BoredApeYachtClub,2265804.213
2022-02-17,1,MutantApeYachtClub,2230220.5200000005
2022-02-17,504,BoredApeYachtClub,2833622.2470000004
2022-02-18,1,MutantApeYachtClub,1796299.5499999998
2022-02-18,504,BoredApeYachtClub,3663857.68
2022-02-19,1,MutantApeYachtClub,2119685.6528000003
2022-02-19,504,BoredApeYachtClub,606180.5000000001
2022-02-20,1,MutantApeYachtClub,1540713.3655
2022-02-20,504,BoredApeYachtClub,2983170.793898889
2022-02-21,1,MutantApeYachtClub,1299279.1808000002
2022-02-21,504,BoredApeYachtClub,2350805.2100000004
2022-02-22,1,MutantApeYachtClub,1565096.01
2022-02-22,504,BoredApeYachtClub,2305423.84
2022-02-23,1,MutantApeYachtClub,1875262.9980000001
2022-02-23,504,BoredApeYachtClub,1827366.7200000002
2022-02-24,1,MutantApeYachtClub,4446738.9416336445
2022-02-24,504,BoredApeYachtClub,5399110.854400001
2022-02-25,1,MutantApeYachtClub,2752560.332000001
2022-02-25,504,BoredApeYachtClub,8872751.28337
2022-02-26,1,MutantApeYachtClub,1826529.634
2022-02-26,504,BoredApeYachtClub,3800098.73
2022-02-27,1,MutantApeYachtClub,866601.6880000001
2022-02-27,504,BoredApeYachtClub,2616737.3000000003
2022-02-28,1,MutantApeYachtClub,975134.02
2022-02-28,504,BoredApeYachtClub,1651924.3599999999
2022-03-01,1,MutantApeYachtClub,1077351.5366
2022-03-01,504,BoredApeYachtClub,2283414.632
2022-03-02,1,MutantApeYachtClub,1870075.1106999998
2022-03-02,504,BoredApeYachtClub,3014133.7800000003
2022-03-03,1,MutantApeYachtClub,1442618.9393
2022-03-03,504,BoredApeYachtClub,807106.1
2022-03-04,1,MutantApeYachtClub,1601815.6317000003
2022-03-04,504,BoredApeYachtClub,2850395.4765000003
2022-03-05,1,MutantApeYachtClub,2095590.72
2022-03-05,504,BoredApeYachtClub,1601946.0
2022-03-06,1,MutantApeYachtClub,1188441.96
2022-03-06,504,BoredApeYachtClub,800988.0000000001
2022-03-07,1,MutantApeYachtClub,1920456.3538679997
2022-03-07,504,BoredApeYachtClub,5484238.0208
2022-03-08,1,MutantApeYachtClub,2186001.2257000003
2022-03-08,504,BoredApeYachtClub,5660510.869200001
2022-03-09,1,MutantApeYachtClub,1708368.573599726
2022-03-09,504,BoredApeYachtClub,1704863.2400000002
2022-03-10,1,MutantApeYachtClub,1955053.2897356
2022-03-10,504,BoredApeYachtClub,1226132.81
2022-03-11,1,MutantApeYachtClub,2691647.6711999997
2022-03-11,504,BoredApeYachtClub,2360848.4750000006
2022-03-12,1,MutantApeYachtClub,4233454.880000001
2022-03-12,504,BoredApeYachtClub,8457158.336000001
2022-03-13,1,MutantApeYachtClub,5426290.9975997405
2022-03-13,504,BoredApeYachtClub,10853451.4664
2022-03-14,1,MutantApeYachtClub,2175714.9044000003
2022-03-14,504,BoredApeYachtClub,1965690.73
2022-03-15,1,MutantApeYachtClub,3361794.311
2022-03-15,504,BoredApeYachtClub,4069216.99
2022-03-16,1,MutantApeYachtClub,13683348.831600003
2022-03-16,504,BoredApeYachtClub,14075483.620400002
2022-03-17,1,MutantApeYachtClub,25942549.380754422
2022-03-17,504,BoredApeYachtClub,48239789.3437
2022-03-18,1,MutantApeYachtClub,13588825.718594998
2022-03-18,504,BoredApeYachtClub,24529037.771
2022-03-19,1,MutantApeYachtClub,14036731.762300013
2022-03-19,504,BoredApeYachtClub,20528388.501600005
2022-03-20,1,MutantApeYachtClub,6815363.25935
2022-03-20,504,BoredApeYachtClub,8188352.0280438345
2022-03-21,1,MutantApeYachtClub,4088486.9048
2022-03-21,504,BoredApeYachtClub,5465748.9112
2022-03-22,1,MutantApeYachtClub,4979120.687261874
2022-03-22,504,BoredApeYachtClub,7496728.05
2022-03-23,1,MutantApeYachtClub,6489909.850788001
2022-03-23,504,BoredApeYachtClub,6846297.081330001
2022-03-24,1,MutantApeYachtClub,9991410.19675169
2022-03-24,504,BoredApeYachtClub,7553313.046000002
2022-03-25,1,MutantApeYachtClub,3805727.0287999995
2022-03-25,504,BoredApeYachtClub,8803318.250000002
2022-03-26,1,MutantApeYachtClub,4986137.4515
2022-03-26,504,BoredApeYachtClub,6656033.9092
2022-03-27,1,MutantApeYachtClub,4761651.7761
2022-03-27,504,BoredApeYachtClub,5327047.09
2022-03-28,1,MutantApeYachtClub,5323298.5451
2022-03-28,504,BoredApeYachtClub,6821857.3111700015
2022-03-29,1,MutantApeYachtClub,3449753.6339700003
2022-03-29,504,BoredApeYachtClub,6177755.66
2022-03-30,1,MutantApeYachtClub,4354446.299400001
2022-03-30,504,BoredApeYachtClub,5420014.42
2022-03-31,1,MutantApeYachtClub,4706212.021059999
2022-03-31,504,BoredApeYachtClub,7012927.537640001
2022-04-01,1,MutantApeYachtClub,5412856.429800001
2022-04-01,504,BoredApeYachtClub,7645046.390000001
2022-04-02,1,MutantApeYachtClub,3935043.2600000007
2022-04-02,504,BoredApeYachtClub,3733555.6390000004
2022-04-03,1,MutantApeYachtClub,4159557.7775000003
2022-04-03,504,BoredApeYachtClub,4358154.735
2022-04-04,1,MutantApeYachtClub,5638789.5891
2022-04-04,504,BoredApeYachtClub,5542473.269295922
2022-04-05,1,MutantApeYachtClub,9662720.6772
2022-04-05,504,BoredApeYachtClub,5107234.909318
2022-04-06,1,MutantApeYachtClub,5432011.002299999
2022-04-06,504,BoredApeYachtClub,4522700.9875
2022-04-07,1,MutantApeYachtClub,2922703.9840000006
2022-04-07,504,BoredApeYachtClub,3110031.68
2022-04-08,1,MutantApeYachtClub,3543701.9299999997
2022-04-08,504,BoredApeYachtClub,4706232.269
2022-04-09,1,MutantApeYachtClub,1612932.797
2022-04-09,504,BoredApeYachtClub,2644310.7482000003
2022-04-10,1,MutantApeYachtClub,1963482.4200000002
2022-04-10,504,BoredApeYachtClub,3739229.5224000006
2022-04-11,1,MutantApeYachtClub,4720159.59834
2022-04-11,504,BoredApeYachtClub,3321953.77
2022-04-12,1,MutantApeYachtClub,2890911.0673070005
2022-04-12,504,BoredApeYachtClub,2276896.0
2022-04-13,1,MutantApeYachtClub,5217869.9801
2022-04-13,504,BoredApeYachtClub,4727474.458000001
2022-04-14,1,MutantApeYachtClub,3509628.6543000005
2022-04-14,504,BoredApeYachtClub,1458712.0000000002
2022-04-15,1,MutantApeYachtClub,3045073.2927
2022-04-15,504,BoredApeYachtClub,5250542.86
2022-04-16,1,MutantApeYachtClub,2310975.1988000004
2022-04-16,504,BoredApeYachtClub,1966711.5500000003
2022-04-17,1,MutantApeYachtClub,3782949.8809
2022-04-17,504,BoredApeYachtClub,1721075.0
2022-04-18,1,MutantApeYachtClub,14847991.173820777
2022-04-18,504,BoredApeYachtClub,4554245.28
2022-04-19,1,MutantApeYachtClub,20606170.592560004
2022-04-19,504,BoredApeYachtClub,14163617.31
2022-04-20,1,MutantApeYachtClub,14131227.8547
2022-04-20,504,BoredApeYachtClub,13444954.877099998
2022-04-21,1,MutantApeYachtClub,10893053.749550002
2022-04-21,504,BoredApeYachtClub,7144933.87
2022-04-22,1,MutantApeYachtClub,8298149.377200002
2022-04-22,504,BoredApeYachtClub,4770358.954
2022-04-23,1,MutantApeYachtClub,12844333.555100001
2022-04-23,504,BoredApeYachtClub,9450738.317000002
2022-04-24,1,MutantApeYachtClub,22546121.886120003
2022-04-24,504,BoredApeYachtClub,16457563.999
2022-04-25,1,MutantApeYachtClub,15173485.180170005
2022-04-25,504,BoredApeYachtClub,15930723.216100002
2022-04-26,1,MutantApeYachtClub,11503744.367500002
2022-04-26,504,BoredApeYachtClub,5970625.800000001
2022-04-27,1,MutantApeYachtClub,8535689.973000001
2022-04-27,504,BoredApeYachtClub,6827063.148
2022-04-28,1,MutantApeYachtClub,9871721.45
2022-04-28,504,BoredApeYachtClub,9474831.9
2022-04-29,1,MutantApeYachtClub,20817612.123900004
2022-04-29,504,BoredApeYachtClub,21502371.568000004
2022-04-30,1,MutantApeYachtClub,17474016.22290423
2022-04-30,504,BoredApeYachtClub,33652615.802290626
2022-05-01,1,MutantApeYachtClub,45051919.05084998
2022-05-01,504,BoredApeYachtClub,48093805.151
2022-05-02,1,MutantApeYachtClub,17744426.67534
2022-05-02,504,BoredApeYachtClub,11043535.53
2022-05-03,1,MutantApeYachtClub,13386162.506190002
2022-05-03,504,BoredApeYachtClub,11075711.830000002
2022-05-04,1,MutantApeYachtClub,22074221.0602889
2022-05-04,504,BoredApeYachtClub,30476186.94610001
2022-05-05,1,MutantApeYachtClub,5263190.114000001
2022-05-05,504,BoredApeYachtClub,7149764.860000001
2022-05-06,1,MutantApeYachtClub,4193450.5218333337
2022-05-06,504,BoredApeYachtClub,5880673.4982
2022-05-07,1,MutantApeYachtClub,5611092.469619999
2022-05-07,504,BoredApeYachtClub,4038071.0404162183
2022-05-08,1,MutantApeYachtClub,3667610.772300001
2022-05-08,504,BoredApeYachtClub,2794062.916
2022-05-09,1,MutantApeYachtClub,7106614.161647143
2022-05-09,504,BoredApeYachtClub,9393753.46
2022-05-10,1,MutantApeYachtClub,11750860.57765
2022-05-10,504,BoredApeYachtClub,11439165.39
2022-05-11,1,MutantApeYachtClub,5607001.644900001
2022-05-11,504,BoredApeYachtClub,6834162.26
2022-05-12,1,MutantApeYachtClub,5100280.1939333305
2022-05-12,504,BoredApeYachtClub,5928326.81
2022-05-13,1,MutantApeYachtClub,5207159.932810002
2022-05-13,504,BoredApeYachtClub,7590631.6747
2022-05-14,1,MutantApeYachtClub,2299318.477
2022-05-14,504,BoredApeYachtClub,2008031.31
2022-05-15,1,MutantApeYachtClub,1225044.6099999999
2022-05-15,504,BoredApeYachtClub,2479553.4000000004
2022-05-16,1,MutantApeYachtClub,1782383.3400000003
2022-05-16,504,BoredApeYachtClub,2513377.7600000002
2022-05-17,1,MutantApeYachtClub,1064863.1800000002
2022-05-17,504,BoredApeYachtClub,3201146.3741
2022-05-18,1,MutantApeYachtClub,1706707.1252000001
2022-05-18,504,BoredApeYachtClub,4027163.2854
2022-05-19,1,MutantApeYachtClub,2005496.0875700002
2022-05-19,504,BoredApeYachtClub,3668058.6745800003
2022-05-20,1,MutantApeYachtClub,1738646.9778799997
2022-05-20,504,BoredApeYachtClub,2694789.857
2022-05-21,1,MutantApeYachtClub,1596831.3624
2022-05-21,504,BoredApeYachtClub,3126779.481
2022-05-22,1,MutantApeYachtClub,1725348.1099999999
2022-05-22,504,BoredApeYachtClub,1677666.83
2022-05-23,1,MutantApeYachtClub,1698746.4196000004
2022-05-23,504,BoredApeYachtClub,1130235.84
2022-05-24,1,MutantApeYachtClub,1108060.003
2022-05-24,504,BoredApeYachtClub,942610.5000000001
2022-05-25,1,MutantApeYachtClub,1217001.29584
2022-05-25,504,BoredApeYachtClub,2102886.08
2022-05-26,1,MutantApeYachtClub,1602082.5654818602
2022-05-26,504,BoredApeYachtClub,3949239.8481676616
2022-05-27,1,MutantApeYachtClub,1885402.9241
2022-05-27,504,BoredApeYachtClub,2075335.2220001798
2022-05-28,1,MutantApeYachtClub,1099007.5249717
2022-05-28,504,BoredApeYachtClub,1233565.93
2022-05-29,1,MutantApeYachtClub,1333318.2
2022-05-29,504,BoredApeYachtClub,3076193.8499999996
2022-05-30,1,MutantApeYachtClub,1668377.8483
2022-05-30,504,BoredApeYachtClub,2142639.73
2022-05-31,1,MutantApeYachtClub,1791676.386787
2022-05-31,504,BoredApeYachtClub,8293627.085000001
2022-06-01,1,MutantApeYachtClub,3077163.9178000004
2022-06-01,504,BoredApeYachtClub,5125559.283500001
2022-06-02,1,MutantApeYachtClub,929505.4642000002
2022-06-02,504,BoredApeYachtClub,2080855.6
2022-06-03,1,MutantApeYachtClub,1165484.847
2022-06-03,504,BoredApeYachtClub,1746265.8439508
2022-06-04,1,MutantApeYachtClub,1034842.84496
2022-06-04,504,BoredApeYachtClub,1748090.7
2022-06-05,1,MutantApeYachtClub,875756.9198000001
2022-06-05,504,BoredApeYachtClub,558307.9935
2022-06-06,1,MutantApeYachtClub,915915.4810799999
2022-06-06,504,BoredApeYachtClub,4032349.839
2022-06-07,1,MutantApeYachtClub,1088293.808
2022-06-07,504,BoredApeYachtClub,3530755.5300000003
2022-06-08,1,MutantApeYachtClub,1722189.6239
2022-06-08,504,BoredApeYachtClub,1143656.1700000002
2022-06-09,1,MutantApeYachtClub,525058.849
2022-06-09,504,BoredApeYachtClub,2160417.58
2022-06-10,1,MutantApeYachtClub,864385.9911
2022-06-10,504,BoredApeYachtClub,1856659.2975
2022-06-11,1,MutantApeYachtClub,1130201.1243253618
2022-06-11,504,BoredApeYachtClub,1761055.6606
2022-06-12,1,MutantApeYachtClub,1154186.7860000003
2022-06-12,504,BoredApeYachtClub,1728017.435
2022-06-13,1,MutantApeYachtClub,3120984.0419
2022-06-13,504,BoredApeYachtClub,7292342.600000001
2022-06-14,1,MutantApeYachtClub,2631031.29384727
2022-06-14,504,BoredApeYachtClub,4216385.871024
2022-06-15,1,MutantApeYachtClub,1913169.7869391907
2022-06-15,504,BoredApeYachtClub,4897944.73
2022-06-16,1,MutantApeYachtClub,1012336.1349000003
2022-06-16,504,BoredApeYachtClub,2861695.5629999996
2022-06-17,1,MutantApeYachtClub,825400.15
2022-06-17,504,BoredApeYachtClub,1953977.9171000002
2022-06-18,1,MutantApeYachtClub,1311310.0296500002
2022-06-18,504,BoredApeYachtClub,1885672.0100000002
2022-06-19,1,MutantApeYachtClub,805691.92581
2022-06-19,504,BoredApeYachtClub,2353975.4698000005
2022-06-20,1,MutantApeYachtClub,1078129.8195000004
2022-06-20,504,BoredApeYachtClub,2809383.3367
2022-06-21,1,MutantApeYachtClub,914145.7669999998
2022-06-21,504,BoredApeYachtClub,2136693.1466
2022-06-22,1,MutantApeYachtClub,724380.8324199999
2022-06-22,504,BoredApeYachtClub,1687540.56
2022-06-23,1,MutantApeYachtClub,529822.9734
2022-06-23,504,BoredApeYachtClub,1129077.3572
2022-06-24,1,MutantApeYachtClub,1018225.1524999999
2022-06-24,504,BoredApeYachtClub,1086575.1260000002
2022-06-25,1,MutantApeYachtClub,729583.7529999999
2022-06-25,504,BoredApeYachtClub,1231090.79
2022-06-26,1,MutantApeYachtClub,819780.9462000001
2022-06-26,504,BoredApeYachtClub,2291361.897
2022-06-27,1,MutantApeYachtClub,1208701.3087999995
2022-06-27,504,BoredApeYachtClub,1798068.4900000002
2022-06-28,1,MutantApeYachtClub,683678.5549999999
2022-06-28,504,BoredApeYachtClub,1790973.1400000001
2022-06-29,1,MutantApeYachtClub,744775.7642
2022-06-29,504,BoredApeYachtClub,1077336.4005
2022-06-30,1,MutantApeYachtClub,579428.5754000001
2022-06-30,504,BoredApeYachtClub,1267227.59
2022-07-01,1,MutantApeYachtClub,696291.3020999999
2022-07-01,504,BoredApeYachtClub,1892363.45
2022-07-02,1,MutantApeYachtClub,556585.9002
2022-07-02,504,BoredApeYachtClub,721340.8200000001
2022-07-03,1,MutantApeYachtClub,488837.64
2022-07-03,504,BoredApeYachtClub,785318.875
2022-07-04,1,MutantApeYachtClub,437182.00000000006
2022-07-04,504,BoredApeYachtClub,787119.5
2022-07-05,1,MutantApeYachtClub,708388.097803102
2022-07-05,504,BoredApeYachtClub,974145.0
2022-07-06,1,MutantApeYachtClub,628629.5750000001
2022-07-06,504,BoredApeYachtClub,1778868.1
2022-07-07,1,MutantApeYachtClub,1493980.7174486355
2022-07-07,504,BoredApeYachtClub,2233880.48
2022-07-08,1,MutantApeYachtClub,1390245.4814000006
2022-07-08,504,BoredApeYachtClub,2060580.81
2022-07-09,1,MutantApeYachtClub,863952.1906781776
2022-07-09,504,BoredApeYachtClub,1465030.69
2022-07-10,1,MutantApeYachtClub,1063571.77265
2022-07-10,504,BoredApeYachtClub,3061673.12
2022-07-11,1,MutantApeYachtClub,1273011.490593847
2022-07-11,504,BoredApeYachtClub,339626.0
2022-07-12,1,MutantApeYachtClub,655357.7806999999
2022-07-12,504,BoredApeYachtClub,1329721.4593000002
2022-07-13,1,MutantApeYachtClub,545328.01
2022-07-13,504,BoredApeYachtClub,1780801.45
2022-07-14,1,MutantApeYachtClub,526443.6429999999
2022-07-14,504,BoredApeYachtClub,1080403.75
2022-07-15,1,MutantApeYachtClub,483799.2385
2022-07-15,504,BoredApeYachtClub,1907965.2714
2022-07-16,1,MutantApeYachtClub,684900.7569999999
2022-07-16,504,BoredApeYachtClub,1445132.875
2022-07-17,1,MutantApeYachtClub,683953.2200000001
2022-07-17,504,BoredApeYachtClub,1100597.2288000002
2022-07-18,1,MutantApeYachtClub,643340.8570000001
2022-07-18,504,BoredApeYachtClub,1383702.2476
2022-07-19,1,MutantApeYachtClub,568848.7699999999
2022-07-19,504,BoredApeYachtClub,1307193.2521000002
2022-07-20,1,MutantApeYachtClub,469095.6040000001
2022-07-20,504,BoredApeYachtClub,1172253.4854000001
2022-07-21,1,MutantApeYachtClub,615246.3439999999
2022-07-21,504,BoredApeYachtClub,2023569.0434000033
2022-07-22,1,MutantApeYachtClub,933991.246936
2022-07-22,504,BoredApeYachtClub,1623773.9248
2022-07-23,1,MutantApeYachtClub,548473.68402
2022-07-23,504,BoredApeYachtClub,708944.77
2022-07-24,1,MutantApeYachtClub,549540.4719
2022-07-24,504,BoredApeYachtClub,844086.3558
2022-07-25,1,MutantApeYachtClub,652605.264
2022-07-25,504,BoredApeYachtClub,1304981.2113
2022-07-26,1,MutantApeYachtClub,708125.5880000001
2022-07-26,504,BoredApeYachtClub,1089849.6
2022-07-27,1,MutantApeYachtClub,838020.062
2022-07-27,504,BoredApeYachtClub,862962.2031999999
2022-07-28,1,MutantApeYachtClub,1522044.4010000003
2022-07-28,504,BoredApeYachtClub,974223.18
2022-07-29,1,MutantApeYachtClub,723068.5928000001
2022-07-29,504,BoredApeYachtClub,2196158.6227700002
2022-07-30,1,MutantApeYachtClub,343892.009
2022-07-30,504,BoredApeYachtClub,1422375.52
2022-07-31,1,MutantApeYachtClub,519214.7828
2022-07-31,504,BoredApeYachtClub,296095.5
2022-08-01,1,MutantApeYachtClub,559743.2399999984
2022-08-01,504,BoredApeYachtClub,959243.2
2022-08-02,1,MutantApeYachtClub,604814.5950000001
2022-08-02,504,BoredApeYachtClub,851483.0
2022-08-03,1,MutantApeYachtClub,461762.43799999997
2022-08-03,504,BoredApeYachtClub,955773.8082
2022-08-04,1,MutantApeYachtClub,1326327.61
2022-08-04,504,BoredApeYachtClub,1278423.98
2022-08-05,1,MutantApeYachtClub,515294.603
2022-08-05,504,BoredApeYachtClub,2442511.4365399997
2022-08-06,1,MutantApeYachtClub,598100.459
2022-08-06,504,BoredApeYachtClub,1192534.0
2022-08-07,1,MutantApeYachtClub,623688.666
2022-08-07,504,BoredApeYachtClub,1505785.06
2022-08-08,1,MutantApeYachtClub,800884.0611440002
2022-08-08,504,BoredApeYachtClub,132320.0
2022-08-09,1,MutantApeYachtClub,473460.14788859995
2022-08-09,504,BoredApeYachtClub,1448727.022
2022-08-10,1,MutantApeYachtClub,1519868.204886615
2022-08-10,504,BoredApeYachtClub,1412977.466
2022-08-11,1,MutantApeYachtClub,879204.6678834603
2022-08-11,504,BoredApeYachtClub,1104673.52
2022-08-12,1,MutantApeYachtClub,567942.0846000001
2022-08-12,504,BoredApeYachtClub,690545.0
2022-08-13,1,MutantApeYachtClub,725833.0320834601
2022-08-13,504,BoredApeYachtClub,662923.2
2022-08-14,1,MutantApeYachtClub,951285.2715760001
2022-08-14,504,BoredApeYachtClub,1004292.26
2022-08-15,1,MutantApeYachtClub,794424.47
2022-08-15,504,BoredApeYachtClub,1345523.0456
2022-08-16,1,MutantApeYachtClub,847782.913576
2022-08-16,504,BoredApeYachtClub,1698216.5474
2022-08-17,1,MutantApeYachtClub,1049141.3340362152
2022-08-17,504,BoredApeYachtClub,2564267.5023
2022-08-18,1,MutantApeYachtClub,493493.1824
2022-08-18,504,BoredApeYachtClub,2149312.6834444446
2022-08-19,1,MutantApeYachtClub,1044439.3975434685
2022-08-19,504,BoredApeYachtClub,1677961.9988000002
2022-08-20,1,MutantApeYachtClub,986844.4609868639
2022-08-20,504,BoredApeYachtClub,2282515.9236000003
2022-08-21,1,MutantApeYachtClub,980613.3760000003
2022-08-21,504,BoredApeYachtClub,2300234.55
2022-08-22,1,MutantApeYachtClub,1195070.808
2022-08-22,504,BoredApeYachtClub,1845479.861801557
2022-08-23,1,MutantApeYachtClub,602732.1697742501
2022-08-23,504,BoredApeYachtClub,812559.94
2022-08-24,1,MutantApeYachtClub,987755.0208000002
2022-08-24,504,BoredApeYachtClub,2013482.27
2022-08-25,1,MutantApeYachtClub,1067886.1950000003
2022-08-25,504,BoredApeYachtClub,3540785.2202
2022-08-26,1,MutantApeYachtClub,799612.53
2022-08-26,504,BoredApeYachtClub,2443395.4762
2022-08-27,1,MutantApeYachtClub,436345.94480000006
2022-08-27,504,BoredApeYachtClub,2242893.55
2022-08-28,1,MutantApeYachtClub,581188.0322
2022-08-28,504,BoredApeYachtClub,840668.3200000001
2022-08-29,1,MutantApeYachtClub,439333.64820000005
2022-08-29,504,BoredApeYachtClub,641750.8300000001
2022-08-30,1,MutantApeYachtClub,484064.304
2022-08-30,504,BoredApeYachtClub,1023227.2300000001
2022-08-31,1,MutantApeYachtClub,328817.716
2022-08-31,504,BoredApeYachtClub,1808217.61
2022-09-01,1,MutantApeYachtClub,365490.71858000004
2022-09-01,504,BoredApeYachtClub,311067.0
2022-09-02,1,MutantApeYachtClub,181820.27
2022-09-02,504,BoredApeYachtClub,135334.62000000002
